Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
02/18/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,8.35,"D86HFFH9    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 64.96 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250490157947728',Transportation-Taxis & Coach
02/18/2025,BBMSL*FRANCIS WEST  HK                  HK,73.95,"64908419null
BBMSL*FRANCIS WEST
HK
HK
64908419nullForeign Spend Amount: 575.19 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",BBMSL*FRANCIS WEST  HK                  HK,"NO E&F UGF FELICITY BLDG CTRL
HONG KONG",,,HONG KONG,'320250490157939502',Restaurant-Bar & Café
02/18/2025,CAINE ROAD STARBUCKSCENTRAL             HK,4.63,"002293      FAST FOOD RESTAURANT
CAINE ROAD STARBUCKS (4667)
CENTRAL
HK
FAST FOOD RESTAURANTForeign Spend Amount: 36.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",CAINE ROAD STARBUCKSCENTRAL             HK,"GROUND FLOOR AND LOWER GROUND FLOOR
NO 51 CAINE ROAD
CENTRAL",,,HONG KONG,'320250490159321959',Restaurant-Bar & Café
02/18/2025,EBENEEZERS HWD      CENTRAL             HK,24.03,"202642      FAST FOOD RESTAURANT
EBENEEZERS HWD
CENTRAL
HK
FAST FOOD RESTAURANTForeign Spend Amount: 187.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",EBENEEZERS HWD      CENTRAL             HK,"G/F 24 HOLLYWOOD ROAD
CENTRAL",,,HONG KONG,'320250490168189810',Restaurant-Bar & Café
02/18/2025,FOREIGN TRANSACTION FEE,0.12,"CAINE ROAD STARBUCKS (4667)
$4.63
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250490159321959',Fees & Adjustments-Fees & Adjustments
02/18/2025,FOREIGN TRANSACTION FEE,0.20,"AplPay UBER TRIP
$7.71
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250490158998069',Fees & Adjustments-Fees & Adjustments
02/18/2025,FOREIGN TRANSACTION FEE,0.22,"AplPay UBER TRIP
$8.35
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250490157947728',Fees & Adjustments-Fees & Adjustments
02/18/2025,FOREIGN TRANSACTION FEE,0.27,"7-ELEVEN (1121)
$10.22
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250480129004469',Fees & Adjustments-Fees & Adjustments
02/18/2025,FOREIGN TRANSACTION FEE,0.64,"EBENEEZERS HWD
$24.03
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250490168189810',Fees & Adjustments-Fees & Adjustments
02/18/2025,FOREIGN TRANSACTION FEE,1.99,"BBMSL*FRANCIS WEST
$73.95
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250490157939502',Fees & Adjustments-Fees & Adjustments
02/18/2025,FOREIGN TRANSACTION FEE,2.48,"SOCIO
$91.92
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250490155862592',Fees & Adjustments-Fees & Adjustments
02/18/2025,FOREIGN TRANSACTION FEE,3.36,"SOCIO
$124.45
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250490155862835',Fees & Adjustments-Fees & Adjustments
02/18/2025,SOCIO               CENTRAL             HK,91.92,"001346      BAR/NIGHTCLUB
SOCIO
CENTRAL
HK
BAR/NIGHTCLUBForeign Spend Amount: 715.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",SOCIO               CENTRAL             HK,"G/F 17 STAUNTON STREET SOHO
CENTRAL",,,HONG KONG,'320250490155862592',Restaurant-Bar & Café
02/18/2025,SOCIO               CENTRAL             HK,124.45,"001385      BAR/NIGHTCLUB
SOCIO
CENTRAL
HK
BAR/NIGHTCLUBForeign Spend Amount: 968.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",SOCIO               CENTRAL             HK,"G/F 17 STAUNTON STREET SOHO
CENTRAL",,,HONG KONG,'320250490155862835',Restaurant-Bar & Café
02/17/2025,7-ELEVEN (0927)     CENTRAL             HK,3.86,"050634      GROCERY STORE
7-ELEVEN (0927)
CENTRAL
HK
Foreign Spend Amount: 30.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",7-ELEVEN (0927)     CENTRAL             HK,"G/F CHEUNG HING COMMERCIAL BLDG
NO. 37 COCHRANE ST
CENTRAL",,,HONG KONG,'320250470099915167',Merchandise & Supplies-Groceries
02/17/2025,AplPay 7-ELEVEN (112HONG KONG           HK,5.78,"007169      GROCERY STORE
AplPay 7-ELEVEN (1121)
HONG KONG
HK
Foreign Spend Amount: 45.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay 7-ELEVEN (112HONG KONG           HK,"SHOP B G/F & M/F
NO. 68 68A 70 & 70A HOLLYWOOD RD
HONG KONG",,,HONG KONG,'320250470099915157',Merchandise & Supplies-Groceries
02/17/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,2.44,"RKGZTNP3    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 19.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250480132340034',Transportation-Taxis & Coach
02/17/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,6.93,"5SFQG7CB    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 53.95 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250480135247477',Transportation-Taxis & Coach
02/17/2025,FOREIGN TRANSACTION FEE,0.06,"AplPay UBER TRIP
$2.44
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250480132340034',Fees & Adjustments-Fees & Adjustments
02/17/2025,FOREIGN TRANSACTION FEE,0.10,"7-ELEVEN (0927)
$3.86
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250470099915167',Fees & Adjustments-Fees & Adjustments
02/17/2025,FOREIGN TRANSACTION FEE,0.15,"AplPay 7-ELEVEN (1121)
$5.78
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250470099915157',Fees & Adjustments-Fees & Adjustments
02/17/2025,FOREIGN TRANSACTION FEE,0.18,"AplPay UBER TRIP
$6.93
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250480135247477',Fees & Adjustments-Fees & Adjustments
02/17/2025,MOBILE PAYMENT - THANK YOU,-500.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250480125326845',
02/16/2025,BBMSL*GOKAN         HK                  HK,100.37,"93830683null
BBMSL*GOKAN
HK
HK
93830683nullForeign Spend Amount: 781.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",BBMSL*GOKAN         HK                  HK,"GF SHUN HO TOWER 24 TO 30 ICE HOUSE ST H
K
HONG KONG",,,HONG KONG,'320250480133779607',Restaurant-Bar & Café
02/16/2025,CASSIO              CENTRAL             HK,25.70,"015910      BAR/NIGHTCLUB
CASSIO
CENTRAL
HK
Foreign Spend Amount: 200.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",CASSIO              CENTRAL             HK,"2/F LKF TOWER
33 WYNDHAM STREET
CENTRAL",,,HONG KONG,'320250460076681273',Restaurant-Bar & Café
02/16/2025,CASSIO              CENTRAL             HK,33.93,"717788      BAR/NIGHTCLUB
CASSIO
CENTRAL
HK
Foreign Spend Amount: 264.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",CASSIO              CENTRAL             HK,"2/F LKF TOWER
33 WYNDHAM STREET
CENTRAL",,,HONG KONG,'320250460075625935',Restaurant-Bar & Café
02/16/2025,CASSIO              CENTRAL             HK,50.89,"717788      BAR/NIGHTCLUB
CASSIO
CENTRAL
HK
Foreign Spend Amount: 396.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",CASSIO              CENTRAL             HK,"2/F LKF TOWER
33 WYNDHAM STREET
CENTRAL",,,HONG KONG,'320250460075625953',Restaurant-Bar & Café
02/16/2025,FOREIGN TRANSACTION FEE,0.69,"CASSIO
$25.70
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250460076681273',Fees & Adjustments-Fees & Adjustments
02/16/2025,FOREIGN TRANSACTION FEE,0.91,"CASSIO
$33.93
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250460075625935',Fees & Adjustments-Fees & Adjustments
02/16/2025,FOREIGN TRANSACTION FEE,1.37,"CASSIO
$50.89
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250460075625953',Fees & Adjustments-Fees & Adjustments
02/16/2025,FOREIGN TRANSACTION FEE,2.70,"BBMSL*GOKAN
$100.37
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250480133779607',Fees & Adjustments-Fees & Adjustments
02/16/2025,FOREIGN TRANSACTION FEE,4.20,"TANGO ARGENTINEAN STEAK HOUSE
$155.62
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250470107176960',Fees & Adjustments-Fees & Adjustments
02/16/2025,TANGO ARGENTINEAN STCENTRAL             HK,155.62,"003468      RESTAURANT
TANGO ARGENTINEAN STEAK HOUSE
CENTRAL
HK
RESTAURANTForeign Spend Amount: 1211.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",TANGO ARGENTINEAN STCENTRAL             HK,"2/F GRAND PROGRESS BUILDING
15-16 LAN KWAI FONG & 58-62
DAGUILAR STREET
CENTRAL",,,HONG KONG,'320250470107176960',Restaurant-Restaurant
02/15/2025,AplPay AIRALO       SINGAPORE           SG,19.00,"NT_RMFYVB0L +6583029360
AplPay AIRALO
SINGAPORE
SG
+6583029360",AplPay AIRALO       SINGAPORE           SG,"79 ANSON ROAD
SINGAPORE",,079906,SINGAPORE,'320250460090316863',Business Services-Internet Services
02/15/2025,DELIFRANCE          LANTAU              HK,0.13,"011642      RESTAURANT
DELIFRANCE
LANTAU
HK
RESTAURANTForeign Spend Amount: 1.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",DELIFRANCE          LANTAU              HK,"UNIT 5T053 LEVEL 5
PASSENGER TERMINAL BUILDING 1
HK INT'L AIRPORT
LANTAU",,,HONG KONG,'320250460082802170',Restaurant-Restaurant
02/15/2025,FOREIGN TRANSACTION FEE,1.10,"MADERA HOLLYWOOD
$40.90
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250460076681243',Fees & Adjustments-Fees & Adjustments
02/15/2025,FOREIGN TRANSACTION FEE,2.78,"THE OPPOSITES
$103.19
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250460079482747',Fees & Adjustments-Fees & Adjustments
02/15/2025,MADERA HOLLYWOOD    CENTRAL             HK,40.90,"008397      LODGING
MADERA HOLLYWOOD
CENTRAL
HK
Description : HOTEL EXPENSES Price : 0.00
LODGINGForeign Spend Amount: 318.28 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",MADERA HOLLYWOOD    CENTRAL             HK,"53-55 HOLLYWOOD RD
CENTRAL",,,HONG KONG,'320250460076681243',Travel-Lodging
02/15/2025,MOBILE PAYMENT - THANK YOU,-600.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250460072645806',
02/15/2025,ONLINE PAYMENT - THANK YOU,-600.00,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,,,,,'320250460072783186',
02/15/2025,THE OPPOSITES       CENTRAL             HK,103.19,"001933      BAR/NIGHTCLUB
THE OPPOSITES
CENTRAL
HK
BAR/NIGHTCLUBForeign Spend Amount: 803.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",THE OPPOSITES       CENTRAL             HK,"LG/F. HILLTOP PLAZA 49 HOLLYWOOD ROAD
CENTRAL",,,HONG KONG,'320250460079482747',Restaurant-Bar & Café
02/04/2025,Interest Charge on Promotional Balances,95.19,Interest Charge on Promotional Balances,Interest Charge on Promotional Balances,,,,,'150205040000115147',Fees & Adjustments-Fees & Adjustments
02/04/2025,Interest Charge on Purchases,443.84,Interest Charge on Purchases,Interest Charge on Purchases,,,,,'150205040000115146',Fees & Adjustments-Fees & Adjustments
